"","gene","Length","sd","sample_weight"
"760","ADNP2",351.071428571429,830.432738376223,6.57047825818545e-05
"761","ADO",810,NA,0.000151595571613068
"762","ADORA1",392.181818181818,224.955914873034,7.33987986463272e-05
"763","ADORA2A",435.705882352941,307.248629920843,8.15445460376177e-05
"764","ADORA2B",498,230.516810666815,9.32032032880345e-05
"765","ADORA3",330.75,239.857422927316,6.19015250753361e-05
"766","ADPGK",167.296296296296,132.014222664662,3.1310342797267e-05
"767","ADPRH",332.928571428571,87.1519135989339,6.23092556691808e-05
"768","ADPRHL1",332.28,939.418415829709,6.21878722661608e-05
"769","ADPRHL2",181.5,72.5747890110609,3.39686373429282e-05
"770","ADPRM",360.428571428571,238.331601725311,6.74560189029578e-05
"771","ADRA1A",505.636363636364,351.137409740803,9.46323871281577e-05
"772","ADRA1B",555,424.777588862689,0.000103871039808954
"773","ADRA1D",858,357.796031280393,0.000160579012893842
"774","ADRA2A",1395,NA,0.000261081262222506
"775","ADRA2B",1350,NA,0.00025265928602178
"776","ADRA2C",836,654.580781874934,0.000156461602306821
"777","ADRB1",1431,NA,0.000267818843183087
"778","ADRB2",1239,NA,0.000231885078059989
"779","ADRB3",612,838.628642487245,0.000114538876329874
"780","ADRM1",136.896551724138,53.2382413761723,2.56208777907144e-05
"781","ADSL",106.709923664122,53.0238681451198,1.99712986106783e-05
"782","ADSS",105.230769230769,41.5975837562589,1.96944674232362e-05
"783","ADSSL1",110,64.1502700139067,2.0587052935108e-05
"784","ADTRP",109.967741935484,40.968674106743,2.05810156761828e-05
"785","AEBP1",162.270833333333,145.541942420548,3.03698021423402e-05
"786","AEBP2",128.804347826087,129.853014266168,2.4106381154252e-05
"787","AEN",378,185.822495947073,7.07446000860984e-05
"788","AF196969.1",142.5,96.3945019178999,2.6669591302299e-05
"789","AF241726.2",104.625,59.4737336981629,1.9581094666688e-05
"790","AFAP1",140.294117647059,55.0229419786506,2.62567493316752e-05
"791","AFAP1L1",121.054054054054,55.0438945781485,2.26558747165476e-05
"792","AFAP1L2",124.085106382979,60.9075670986762,2.32231513960445e-05
"793","AFDN",161.262357414449,152.083581095055,3.01810608048324e-05
"794","AFF1",159.56043956044,240.582681966153,2.98625383234534e-05
"795","AFF2",180.758620689655,251.334020569739,3.38298844783186e-05
"796","AFF3",144.083333333333,176.776302929564,2.69659200945468e-05
"797","AFF4",170.166666666667,236.62535136914,3.18475470405232e-05
"798","AFG1L",100.25,47.7682577828929,1.87622914249507e-05
"799","AFG3L2",137.181818181818,58.0735464435985,2.56742668422132e-05
"800","AFM",128.357142857143,59.2966559478138,2.40226844963566e-05
"801","AFMID",80.3518518518518,43.5067365885033,1.50382529773457e-05
"802","AFP",131.892857142857,53.1115801599797,2.46844111978422e-05
"803","AFTPH",260.744186046512,484.832523515337,4.87995850969199e-05
"804","AGA",100.842105263158,28.9947565334277,1.88731069012761e-05
"805","AGAP1",136.811023622047,90.4988583882626,2.56048707764854e-05
"806","AGAP2",161.616666666667,164.193054175711,3.02473715623852e-05
"807","AGAP3",141.591836734694,97.7302026499162,2.64996239821483e-05
"808","AGAP4",221.657894736842,427.58038765706,4.1484389203927e-05
"809","AGAP5",247.4,465.657599529955,4.63021536013247e-05
"810","AGAP6",269.8,492.237631347184,5.04944261990195e-05
"811","AGAP9",246.75,465.512543946378,4.61805028339809e-05
"812","AGBL1",137.320754716981,101.836931034357,2.57002695131589e-05
"813","AGBL2",138.797297297297,145.234244398558,2.59766118791762e-05
"814","AGBL3",155.888888888889,181.280824616773,2.91753891595521e-05
"815","AGBL4",108.711111111111,54.4341229136076,2.03458309007168e-05
"816","AGBL5",187.173913043478,85.9194207377085,3.50305386899763e-05
"817","AGER",108.988095238095,48.5633343885135,2.03976698723933e-05
"818","AGFG1",123.881578947368,46.143823596884,2.31850602134021e-05
"819","AGFG2",107.333333333333,48.3363817129649,2.00879728639539e-05
"820","AGGF1",154.157894736842,69.298278925153,2.8851424902838e-05
"821","AGK",76.695652173913,31.8531873362504,1.43539768290635e-05
"822","AGL",138.538922155689,38.5633180631033,2.59282556726543e-05
"823","AGMAT",150.857142857143,83.0369969178971,2.82336725967196e-05
"824","AGMO",95.5789473684211,30.5946905151743,1.78880804450508e-05
"825","AGO1",136.282051282051,39.3880483595754,2.5505870944079e-05
"826","AGO2",128.071428571429,49.3204518292474,2.396921163159e-05
"827","AGO3",125.5,56.3967706937272,2.34879558486914e-05
"828","AGO4",143.5,59.5109975007092,2.68567463289818e-05
"829","AGPAT1",141.5,45.8135974824693,2.64824362756162e-05
"830","AGPAT2",141.529411764706,43.1959454796669,2.64879408352245e-05
"831","AGPAT3",141.234375,43.5768768549167,2.64327232216536e-05
"832","AGPAT4",140.947368421053,64.3518744302764,2.63790084977126e-05
"833","AGPAT5",150.642857142857,63.8599515079162,2.81935679481447e-05
"834","AGPS",94.2903225806452,40.457784959494,1.76469078385105e-05
"835","AGR2",80,41.9003146006848,1.4972402134624e-05
"836","AGR3",72.2631578947368,21.6995701577068,1.35244132439729e-05
"837","AGRN",160.775510204082,70.7718499023996,3.00899449021857e-05
"838","AGRP",132,47.0319040652194,2.47044635221296e-05
"839","AGT",363.75,332.126858293635,6.80776409558685e-05
"840","AGTPBP1",147.84,124.326607990991,2.76689991447852e-05
"841","AGTR1",880.8,438.837302172203,0.00016484614750221
"842","AGTR2",1089,NA,0.000203811824057569
"843","AGTRAP",86.9210526315789,61.6596506459527,1.62677119245602e-05
"844","AGXT",106.909090909091,40.5449245786807,2.00085737617248e-05
"845","AGXT2",109.894736842105,28.3079489110479,2.05673524059835e-05
"846","AHCTF1",190.51376146789,284.109773212388,3.56556081109636e-05
"847","AHCY",132,50.3984126734166,2.47044635221296e-05
"848","AHCYL1",91.5918367346939,30.344493162782,1.71418726480083e-05
"849","AHCYL2",96.1595744680851,49.9495020676505,1.79967477253812e-05
"850","AHDC1",4809,0,0.000900028523317586
"851","AHI1",137.422077922078,104.154973929942,2.57192326603123e-05
"852","AHNAK",949.238095238095,3753.32083500414,0.000177654681042616
"853","AHNAK2",2470.5,5817.99145508384,0.000462366493419858
"854","AHR",229.909090909091,327.968592592755,4.30286420437092e-05
"855","AHRR",176.5,238.933006966768,3.30328622095142e-05
"856","AHSA1",102.475,45.8928448140688,1.91787113593199e-05
"857","AHSG",157.5,90.3733708226386,2.9476916702541e-05
"858","AHSP",119.25,75.1548401634918,2.23182369319239e-05
"859","AICDA",125.473684210526,92.155284662509,2.34830307164103e-05
"860","AIDA",88.3333333333333,26.8985020357028,1.65320273569807e-05
"861","AIF1",80.2,46.1847222729397,1.50098331399606e-05
"862","AIF1L",63.675,41.4718857503768,1.19170963240273e-05
"863","AIFM1",108.416666666667,38.4120542993076,2.02907241428602e-05
"864","AIFM2",139.875,35.3138875256451,2.61783093572567e-05
"865","AIFM3",92.9587628865979,47.1215002073039,1.73976997484413e-05
"866","AIG1",106.190476190476,51.2779313988796,1.98740814048878e-05
"867","AIM2",218.571428571429,151.7254726393,4.09067415463835e-05
"868","AIMP1",151.481927710843,39.9882182178528,2.83506042226849e-05
"869","AIMP2",215.25,121.257895712928,4.02851194934727e-05
"870","AIP",160.785714285714,47.4003871639959,3.00918546473559e-05
"871","AIPL1",173.716981132075,80.3888093433051,3.25120062390291e-05
"872","AIRE",116.785714285714,38.3369245013183,2.18570334733127e-05
"873","AJAP1",246.6,301.825262178117,4.61524295799785e-05
"874","AJM1",2928,NA,0.000547989918127239
"875","AJUBA",151.354838709677,234.186328719547,2.83268188772806e-05
"876","AK1",88.8260869565217,65.1338846139334,1.66242486744765e-05
"877","AK2",99.8490566037736,45.7633529174462,1.86872528529317e-05
"878","AK3",128.470588235294,34.3877115534365,2.40439163691315e-05
"879","AK4",132.631578947368,24.106731485707,2.48226666968766e-05
"880","AK5",111.578947368421,60.0065904393786,2.08825608719756e-05
"881","AK6",91.1428571428571,59.927694527894,1.70578438605181e-05
"882","AK7",128,55.1477354682196,2.39558434153984e-05
"883","AK8",110.538461538462,54.3731174150967,2.06878287187064e-05
"884","AK9",133.008064516129,54.8180280071933,2.48931278635437e-05
"885","AKAIN1",108.75,95.3602817389574,2.03531091517545e-05
"886","AKAP1",261.75,451.888483817887,4.89878282342229e-05
"887","AKAP10",106.807692307692,101.305021547052,1.99895965037745e-05
"888","AKAP11",518.454545454545,1322.41690579305,9.70313742883645e-05
"889","AKAP12",2077.5,2539.14422372753,0.000388814567933517
"890","AKAP13",191.697916666667,389.008475655431,3.58772287087872e-05
"891","AKAP14",112,46.394273045588,2.09613629884736e-05
"892","AKAP17A",416.181818181818,319.559762107875,7.78905192867144e-05
"893","AKAP3",589.3,911.171047486573,0.000110290457224174
"894","AKAP4",325,627.55037541556,6.082538367191e-05
"895","AKAP5",1281,0,0.000239745589180667
"896","AKAP6",407.205128205128,663.759554574395,7.62104866346038e-05
"897","AKAP7",126.48,58.4651748194313,2.36713677748406e-05
"898","AKAP8",130.739130434783,139.158907659652,2.44684854450078e-05
"899","AKAP8L",112.152542372881,107.6265595921,2.09899120603405e-05
"900","AKAP9",230.118811881188,347.973444607222,4.3067892377838e-05
"901","AKIP1",134.744186046512,55.7118834135804,2.52180517348871e-05
"902","AKIRIN1",108.294117647059,73.7315779583978,2.02677884778256e-05
"903","AKIRIN2",121.8,85.9255491690335,2.27954822499651e-05
"904","AKNA",196.39175257732,191.383371616427,3.67557036938901e-05
"905","AKNAD1",180.852941176471,257.230732403251,3.38475370315452e-05
"906","AKR1A1",118.457142857143,46.710839438062,2.21698497321968e-05
"907","AKR1B1",102.15,37.0650566039313,1.9117885975648e-05
"908","AKR1B10",94.8,35.4801979200292,1.77422965295295e-05
"909","AKR1B15",100.4,35.9516917255786,1.87903646789531e-05
"910","AKR1C1",105.818181818182,37.9293031129236,1.98044046417072e-05
"911","AKR1C2",106.62962962963,42.090697079364,1.99562711785104e-05
"912","AKR1C3",103.25,45.0727011293618,1.93237565049991e-05
"913","AKR1C4",107.666666666667,40.5810735369552,2.01503578728481e-05
"914","AKR1C8P",103.058823529412,50.4027164300637,1.9287976867545e-05
"915","AKR1D1",106.857142857143,40.9287676477563,1.99988514226764e-05
"916","AKR1E2",95.9827586206897,41.1818778826405,1.79636557507439e-05
"917","AKR7A2",133.238095238095,66.4672135431483,2.49361792694512e-05
"918","AKR7A3",141.857142857143,46.3516579042885,2.65492773565744e-05
"919","AKR7L",132.962962962963,42.8642593467416,2.48846868811575e-05
"920","AKT1",108.724770642202,44.7381003337724,2.03483873506226e-05
"921","AKT1S1",188.666666666667,116.752203075903,3.5309915034155e-05
"922","AKT2",100.321678321678,46.939967864059,1.8775706383157e-05
"923","AKT3",108.25,43.2950708267666,2.02595316384131e-05
"924","AKTIP",93.7843137254902,51.3276976789297,1.75522057377222e-05
"925","AL020996.2",43,51.6430053347014,8.04766614736041e-06
"926","AL021546.1",100.4,59.8272513157675,1.87903646789531e-05
"927","AL021997.3",84,59.7578446733147,1.57210222413552e-05
"928","AL022238.4",142,113.899078134988,2.65760137889576e-05
"929","AL022312.1",210,NA,3.9302555603388e-05
"930","AL022318.4",165.428571428571,94.9576346638456,3.09607886998118e-05
"931","AL024498.2",42,30.347981810987,7.8605111206776e-06
"932","AL031315.1",97.8,47.6417184128924,1.83037616095779e-05
"933","AL031681.2",125.692307692308,46.2123526609665,2.35239471999766e-05
"934","AL031708.1",60.6666666666667,32.3645897033574,1.13540716187565e-05
"935","AL031777.3",239.5,130.726814387868,4.48236288905306e-05
"936","AL031847.2",53,62.3618473106755,9.9192164141884e-06
"937","AL032819.3",801,NA,0.000149911176372923
"938","AL033529.1",307.2,389.363840128998,5.74940241969562e-05
"939","AL034430.1",150,NA,2.807325400242e-05
"940","AL034430.2",189,NA,3.53723000430492e-05
"941","AL035078.4",127,59.0907292704557,2.37686883887156e-05
"942","AL035425.2",55.5,75.6604255869606,1.03871039808954e-05
"943","AL035460.1",381,171.119841047144,7.13060651661468e-05
"944","AL035461.3",131.608695652174,52.4454167600033,2.46312289464711e-05
"945","AL049629.2",104.416666666667,51.6640517422341,1.9542104036129e-05
"946","AL049634.2",162.888888888889,120.595858598507,3.04854743463317e-05
"947","AL049650.1",84.75,44.8283764298166,1.58613885113673e-05
"948","AL049697.1",155.5,48.3913966808902,2.91026066491754e-05
"949","AL049779.1",117.666666666667,97.3361871727742,2.20219081396761e-05
"950","AL049839.2",67,16.9705627484771,1.25393867877476e-05
"951","AL049844.1",27.5,20.5060966544099,5.146763233777e-06
"952","AL049844.3",105,113.381362372011,1.9651277801694e-05
"953","AL096711.2",400.1,437.846865670839,7.48807261757883e-05
"954","AL096814.1",179.25,171.593269098762,3.35475385328919e-05
"955","AL096814.2",123.75,91.1663065751018,2.31604345519965e-05
"956","AL109810.2",123,87.2295821381715,2.30200682819844e-05
"957","AL109811.3",115.666666666667,57.0905713172791,2.16475980863105e-05
"958","AL109827.1",71.4666666666667,30.5587646222503,1.33753459069308e-05
"959","AL110118.2",128,76.4015706644831,2.39558434153984e-05
"960","AL117339.5",90,51.8137690837741,1.6843952401452e-05
"961","AL117348.2",134.625,85.621988998154,2.5195745467172e-05
"962","AL121578.2",444,NA,8.30968318471632e-05
"963","AL121594.1",249.857142857143,327.645859921668,4.67620202383168e-05
"964","AL121753.1",110,68.3520299625402,2.0587052935108e-05
"965","AL121758.1",94,37.1618083521241,1.75925725081832e-05
"966","AL121845.2",126,147.078210486802,2.35815333620328e-05
"967","AL121845.3",164.0625,100.361658515591,3.07051215651469e-05
"968","AL121899.2",164.307692307692,66.3015643548283,3.07510105380355e-05
"969","AL121900.2",133.8,58.1523860215555,2.50413425701587e-05
"970","AL132671.2",132.857142857143,52.7365419528325,2.48648821164292e-05
"971","AL132780.3",115.4,54.5738032392832,2.15976900791951e-05
"972","AL133352.1",96.6666666666667,42.1607567740987,1.80916525793373e-05
"973","AL133353.2",111,46.6368952654441,2.07742079617908e-05
"974","AL133410.3",54.75,44.6122180573887,1.02467377108833e-05
"975","AL133500.1",120.875,92.4935132860678,2.26223638502835e-05
"976","AL135905.2",77.25,47.1478171993855,1.44577258112463e-05
"977","AL136295.1",244.5,173.058917391994,4.57594040239446e-05
"978","AL136295.3",212.5,232.697944411491,3.9770443170095e-05
"979","AL136295.4",214,250.315800540038,4.00511757101192e-05
"980","AL136295.5",153.142857142857,83.2245671146962,2.86614555148517e-05
"981","AL136454.1",468,0,8.75885524875504e-05
"982","AL136531.2",69.6,31.5562988957831,1.30259898571229e-05
"983","AL138752.2",297,365.316301306142,5.55850429247916e-05
"984","AL138899.3",210,NA,3.9302555603388e-05
"985","AL139011.2",99.6666666666667,70.0757166257047,1.86531176593857e-05
"986","AL139142.2",159.6,101.756080899374,2.98699422585749e-05
"987","AL139260.3",267.428571428571,469.209568367504,5.00506014214574e-05
"988","AL139300.1",129.176470588235,69.8428909178644,2.41760257997311e-05
"989","AL139353.1",84.1428571428571,58.6669372288133,1.57477586737385e-05
"990","AL157392.5",76.2,53.4806299306373,1.42612130332294e-05
"991","AL157935.2",167.428571428571,132.381861079444,3.13350987531774e-05
"992","AL159163.1",69.25,32.0568691101121,1.29604855977839e-05
"993","AL160269.1",76.625,25.7789365845174,1.43407539195696e-05
"994","AL160272.2",90.4285714285714,38.3225657755199,1.69241616986018e-05
"995","AL162231.1",73.8,42.7467997502607,1.38120409691906e-05
"996","AL162231.3",105.25,45.1085991168615,1.96980665583647e-05
"997","AL162377.3",84,36.7695526217005,1.57210222413552e-05
"998","AL162417.1",134.318181818182,86.5598534258707,2.5138322902167e-05
"999","AL162596.1",285,NA,5.3339182604598e-05
"1000","AL163195.3",181,65.3911308970873,3.38750598295868e-05
"1001","AL163636.2",46.5,55.8614357137373,8.7027087407502e-06
"1002","AL353572.3",231,NA,4.32328111637268e-05
"1003","AL353579.1",510,0,9.54490636082281e-05
"1004","AL353588.1",201.5,157.6848122046,3.77117378765842e-05
"1005","AL354761.1",90.5,41.4572068523677,1.69375299147934e-05
"1006","AL355102.2",75,43.5086198356142,1.403662700121e-05
"1007","AL355312.6",152.4,114.187564997245,2.85224260664587e-05
"1008","AL355315.1",134.7,50.8353551510495,2.52097820941732e-05
"1009","AL355916.3",108.5,75.2529069205968,2.03063203950838e-05
"1010","AL355987.1",91.8,32.9954542323636,1.71808314494811e-05
"1011","AL355987.3",59,18.3847763108502,1.10421465742852e-05
"1012","AL357075.5",122.590909090909,80.7539821167082,2.29435048619778e-05
"1013","AL357673.1",103.2,95.3084466351225,1.9314398753665e-05
"1014","AL358075.4",152.1,51.1760577701027,2.84662795584539e-05
"1015","AL358113.1",131.196078431373,89.9448763649922,2.45540055595023e-05
"1016","AL358472.6",76.125,22.4845184833603,1.42471764062282e-05
"1017","AL358472.7",80,43.8634243989226,1.4972402134624e-05
"1018","AL359736.1",301.363636363636,457.061324709775,5.6401719404862e-05
"1019","AL359922.1",85.8,50.6922084742813,1.60579012893842e-05
"1020","AL360181.3",192.666666666667,67.9245905398038,3.60585351408862e-05
"1021","AL365205.1",170.25,89.9408535808792,3.18631432927467e-05
"1022","AL365214.3",234,141.534448103633,4.37942762437752e-05
"1023","AL365232.1",128.25,38.7932554275439,2.40026321720691e-05
"1024","AL365273.2",65.6666666666667,62.8834901491109,1.22898467521705e-05
"1025","AL391650.1",94.5,52.91772589866,1.76861500215246e-05
"1026","AL391987.1",66,49.9299509312797,1.23522317610648e-05
"1027","AL391987.2",339,NA,6.34455540454692e-05
"1028","AL441992.2",110.357142857143,42.0578487010764,2.06538940160662e-05
"1029","AL445238.1",327,NA,6.11996937252756e-05
"1030","AL445423.3",134.142857142857,60.6943945007241,2.51055100078785e-05
"1031","AL445524.2",73.875,45.908099192066,1.38260775961919e-05
"1032","AL445685.3",651,NA,0.000121837922370503
"1033","AL445989.1",387,NA,7.24289953262436e-05
"1034","AL451007.3",546,NA,0.000102186644568809
"1035","AL451062.3",129.6,66.1913891680783,2.42552914580909e-05
"1036","AL451136.1",112.333333333333,56.1353406562055,2.10237479973679e-05
"1037","AL512428.1",90,11.3137084989848,1.6843952401452e-05
"1038","AL512506.3",156.333333333333,62.2923216242045,2.92585691714111e-05
"1039","AL512785.2",159.571428571429,102.576568381636,2.98645949720982e-05
"1040","AL513128.2",135,NA,2.5265928602178e-05
"1041","AL513165.2",96,90.5096679918781,1.79668825615488e-05
"1042","AL583836.1",143.142857142857,39.1042562535443,2.67899052480237e-05
"1043","AL589666.1",145,154.149278298667,2.7137478869006e-05
"1044","AL590132.1",174.642857142857,129.445924048412,3.26852885885319e-05
"1045","AL590560.2",81,23.6727691662805,1.51595571613068e-05
"1046","AL590764.2",121.90243902439,45.4107943544532,2.28146542283082e-05
"1047","AL591806.4",57.6,44.0034089588523,1.07801295369293e-05
"1048","AL592490.1",1426.5,1830.69945649197,0.000266976645563014
"1049","AL603764.2",102.75,79.3363094679857,1.92301789916577e-05
"1050","AL603832.3",97.2941176470588,45.1148045350447,1.82090831843148e-05
"1051","AL627230.1",342,NA,6.40070191255176e-05
"1052","AL627230.3",66,49.9299509312797,1.23522317610648e-05
"1053","AL645922.1",123.155172413793,44.2880530103033,2.30491095792283e-05
"1054","AL645941.2",131.5,101.187943945907,2.46108860087882e-05
"1055","AL662884.4",62.6666666666667,47.3532821812103,1.17283816721221e-05
"1056","AL662899.1",63,58.2837884835912,1.17907666810164e-05
"1057","AL662899.2",139.5,113.909320660486,2.61081262222506e-05
"1058","AL669918.1",180.785714285714,104.496726905994,3.38349551810119e-05
"1059","AL672142.1",64.4,18.2565056897534,1.20527837183723e-05
"1060","AL691442.1",139.8,100.584293008402,2.61642727302555e-05
"1061","AL713999.1",150.6,110.7284967838,2.81855470184297e-05
"1062","AL772284.2",486,519.016377390926,9.09573429678409e-05
"1063","AL807752.6",79,37.9385468004948,1.47852471079412e-05
"1064","AL807752.7",95,42.1141306451884,1.7779727534866e-05
"1065","AL845331.2",148.714285714286,81.2254358472236,2.78326261109707e-05
"1066","AL928654.3",49,15.1657508881031,9.17059630745721e-06
"1067","AL929554.1",98,NA,1.83411926149144e-05
"1068","ALAD",87.3333333333333,34.0311276195606,1.63448723302979e-05
"1069","ALAS1",190,41.211109613253,3.5559455069732e-05
"1070","ALAS2",153.557692307692,64.6357557398406,2.87390940011954e-05
"1071","ALB",120.300970873786,58.8780452693059,2.25149314138503e-05
"1072","ALCAM",117.019230769231,44.5986416677949,2.19007372570161e-05
"1073","ALDH16A1",136.555555555556,43.4131823587689,2.55570586436846e-05
"1074","ALDH18A1",140.117647058824,45.8804538205623,2.62237219740253e-05
"1075","ALDH1A1",103.470588235294,39.119270066715,1.93650407020615e-05
"1076","ALDH1A2",110.928571428571,42.6833034011422,2.07608397455992e-05
"1077","ALDH1A3",115.117647058824,54.3946101975032,2.15448463069553e-05
"1078","ALDH1B1",970.5,820.950972957582,0.000181633953395658
"1079","ALDH1L1",123.37984496124,47.7100935662547,2.30911581758407e-05
"1080","ALDH1L2",121.660377358491,47.7134650387991,2.27693511707678e-05
"1081","ALDH2",114.41935483871,46.5437243843882,2.14141574078675e-05
"1082","ALDH3A1",141.108108108108,58.2581801105765,2.64090917381324e-05
"1083","ALDH3A2",137.07100591716,66.8984281583173,2.56535277698643e-05
"1084","ALDH3B1",125.338983050847,75.9624703547499,2.34578207172764e-05
"1085","ALDH3B2",122.107142857143,91.0365572828013,2.28529655795891e-05
"1086","ALDH4A1",112.15873015873,46.4449748485676,2.09910701355661e-05
"1087","ALDH5A1",151.630434782609,73.0017834472106,2.83783980676637e-05
"1088","ALDH6A1",130.9,70.0956735346474,2.44985929927785e-05
"1089","ALDH7A1",90.9299065420561,42.7286420083596,1.7017989085143e-05
"1090","ALDH8A1",192.346153846154,113.931187058748,3.59985495554109e-05
"1091","ALDH9A1",141.272727272727,36.3540669226729,2.64399010422792e-05
"1092","ALDOA",132.771084337349,58.0954482288194,2.48487758318609e-05
"1093","ALDOB",133.536585365854,55.9491275897022,2.49920431972764e-05
"1094","ALDOC",133.609756097561,58.9092004905772,2.50057374675214e-05
"1095","ALG1",104.760869565217,45.2868314353,1.96065233387916e-05
"1096","ALG10",253.5,328.153709628365,4.74437992640898e-05
"1097","ALG10B",253.5,328.153709628365,4.74437992640898e-05
"1098","ALG11",173,236.218825103617,3.23778196161244e-05
"1099","ALG12",148,63.5813513169869,2.76989439490544e-05
"1100","ALG13",119.756613756614,71.7567849943661,2.24130522430608e-05
"1101","ALG14",162,44.840457922134,3.03191143226136e-05
"1102","ALG1L",107.454545454545,58.6197298464666,2.01106583217336e-05
"1103","ALG1L2",80.625,40.3977987377672,1.50893740263008e-05
"1104","ALG2",438.5,378.848650518911,8.20674792004078e-05
"1105","ALG3",136.875,44.1774902074081,2.56168442772083e-05
"1106","ALG5",97.5789473684211,40.6274616887993,1.82623904984164e-05
"1107","ALG6",87.0576923076923,44.1913901034581,1.62932847267892e-05
"1108","ALG8",105.965217391304,45.1849863348868,1.98319230883183e-05
"1109","ALG9",113.26582278481,35.993841660142,2.11982680855404e-05
"1110","ALK",151.86301369863,135.793073283959,2.84219263808976e-05
"1111","ALKAL1",90,65.7506110780946,1.6843952401452e-05
"1112","ALKAL2",72.1785714285714,56.4919224454904,1.35085824616407e-05
"1113","ALKBH1",154.25,98.8259489295103,2.88686628658219e-05
"1114","ALKBH2",235.5,61.46977577097,4.40750087837994e-05
"1115","ALKBH3",89.3684210526316,47.8270651933308,1.6725749226705e-05
"1116","ALKBH4",206.4,222.873955409779,3.86287975073299e-05
"1117","ALKBH5",268.2,282.863394591806,5.0194978156327e-05
"1118","ALKBH6",85.45,56.8393823384402,1.59923970300453e-05
"1119","ALKBH7",138,53.9011440818591,2.58273936822264e-05
"1120","ALKBH8",159.244897959184,120.076803652955,2.98034831266508e-05
"1121","ALLC",106.636363636364,47.7875982390258,1.99575314817204e-05
"1122","ALMS1",497.389473684211,1110.96533924079,9.30889402191123e-05
"1123","ALOX12",128,46.2913478836908,2.39558434153984e-05
"1124","ALOX12B",142.173913043478,40.6835371818683,2.66085624892503e-05
"1125","ALOX15",137.377777777778,43.6521835801273,2.57109416656238e-05
"1126","ALOX15B",146.547169811321,42.0236041903082,2.74270394763266e-05
"1127","ALOX5",143,42.2055724380986,2.67631688156404e-05
"1128","ALOX5AP",103.363636363636,33.44629344867,1.93450241216676e-05
"1129","ALOXE3",157.891304347826,92.4116943684004,2.95501512781995e-05
"1130","ALPG",145.090909090909,63.6952973859995,2.71544929623408e-05
"1131","ALPI",144.5,58.0853603837412,2.70439013556646e-05
"1132","ALPK1",224.48,459.925856539414,4.2012560389755e-05
"1133","ALPK2",542.5,1010.04441846521,0.000101531601975419
"1134","ALPK3",408.642857142857,604.37082441709,7.64795648323071e-05
"1135","ALPL",145.311111111111,60.3455286519459,2.71957048773073e-05
"1136","ALPP",145.909090909091,62.6409682962429,2.7307619802354e-05
"1137","ALS2",151.736842105263,170.050888004968,2.83983127329744e-05
"1138","ALS2CL",112.712328767123,48.2538079821614,2.10946788978915e-05
"1139","ALX1",244.5,87.0727665040377,4.57594040239446e-05
"1140","ALX3",232.714285714286,87.4694504493127,4.35536483523259e-05
"1141","ALX4",308.25,138.292865566763,5.76905369749731e-05
"1142","ALYREF",132,86.3388672615063,2.47044635221296e-05
"1143","AMACR",189.394736842105,85.8454108624631,3.54461770272661e-05
"1144","AMBN",99.375,137.88952982695,1.85985307766033e-05
"1145","AMBP",102.130434782609,42.8531364586984,1.91142242468651e-05
"1146","AMBRA1",220.636363636364,286.16369328086,4.12932045235596e-05
"1147","AMD1",114.2,74.2090413506455,2.13731040471758e-05
"1148","AMDHD1",116.285714285714,81.6478635750723,2.17634559599713e-05
"1149","AMDHD2",123.931506849315,71.4942361249266,2.31944044712232e-05
"1150","AMELX",114.2,162.402146361608,2.13731040471758e-05
"1151","AMELY",110.625,157.511428156817,2.07040248267848e-05
"1152","AMER1",3405,NA,0.000637262865854934
"1153","AMER2",1223,685.772557047889,0.000228890597633065
"1154","AMER3",1533,1213.36007296543,0.000286908655904733
"1155","AMFR",121.9,48.3389740298283,2.28141977526333e-05
"1156","AMH",336,314.61484389647,6.28840889654208e-05
"1157","AMHR2",145.828571428571,66.8142665789829,2.72925501768289e-05
"1158","AMIGO1",1479,0,0.000276802284463861
"1159","AMIGO2",1566,0,0.000293084771785265
"1160","AMIGO3",1512,NA,0.000282978400344394
"1161","AMMECR1",148.058823529412,122.634859740326,2.77099530682711e-05
"1162","AMMECR1L",155,118.026191238139,2.9009029135834e-05
"1163","AMN",109.052631578947,50.6595101132283,2.04097481729875e-05
"1164","AMN1",108.540540540541,52.9163882378998,2.03139077610304e-05
"1165","AMOT",247.615384615385,213.028503463937,4.63424639147641e-05
"1166","AMOTL1",207.655172413793,209.588248692878,3.88637093339249e-05
"1167","AMOTL2",275.604651162791,194.577948578686,5.15807958422759e-05
"1168","AMPD1",145.583333333333,46.7298466874071,2.7246652634571e-05
"1169","AMPD2",130.677966101695,47.7910130903645,2.44570382326168e-05
"1170","AMPD3",157.928571428571,52.4198455375974,2.95571259996908e-05
"1171","AMPH",107.210526315789,84.5149472921179,2.00649889133086e-05
"1172","AMT",118.416666666667,46.4440961936694,2.21622744096882e-05
"1173","AMTN",78.1875,76.6004514782169,1.46331836487614e-05
"1174","AMY1A",157.875,34.440044521845,2.95470998375471e-05
"1175","AMY1B",156.115384615385,36.5516915319408,2.92177789732879e-05
"1176","AMY1C",153.3,41.4730166627786,2.86908655904733e-05
"1177","AMY2A",153.833333333333,38.635044540762,2.87906816047041e-05
"1178","AMY2B",147.59375,47.0366085121215,2.76229122194645e-05
"1179","AMZ1",216.818181818182,126.449055498108,4.0578612603498e-05
"1180","AMZ2",164.157142857143,70.0591128695351,3.07228344516008e-05
"1181","ANAPC1",118.57,62.7897332854712,2.21909715137796e-05
